Claim Number;date_of_loss;dayofweek;isweekend;month;season;Notifier;Loss_code;Loss_description;Notification_period;Inception_to_loss;Location_of_incident;Weather_conditions;Vehicle_mobile;Time_hour;Main_driver;Vechile_registration_present;Incident_details_present;Injury_details_present;TP_type_insd_pass_back;TP_type_insd_pass_front;TP_type_driver;TP_type_pass_back;TP_type_pass_front;TP_type_bike;TP_type_cyclist;TP_type_pass_multi;TP_type_pedestrian;TP_type_other;TP_type_nk;TP_injury_whiplash;TP_injury_traumatic;TP_injury_fatality;TP_injury_unclear;TP_injury_nk;TP_region_eastang;TP_region_eastmid;TP_region_london;TP_region_north;TP_region_northw;TP_region_outerldn;TP_region_scotland;TP_region_southe;TP_region_southw;TP_region_wales;TP_region_westmid;TP_region_yorkshire;sum_TP;Incurred;Capped Incurred
113;2004-01-29;4;0;1;4;2;LD003;Head on collision;0;47;4;3;0;7;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;79;116.19670406451202
114;2004-01-29;4;0;1;4;3;LD003;Head on collision;0;303;4;3;0;9;2;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;79;116.19670406451202
115;2004-01-30;5;0;1;4;3;LD003;Head on collision;0;173;7;1;1;15;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1349;1962.4590833036802
116;2004-01-30;5;0;1;4;0;LD003;Head on collision;0;265;7;1;0;7;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;303;441.386678840832
117;2004-02-02;1;0;2;4;3;LD003;Head on collision;81;97;4;1;1;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;259;377.51234352204807
118;2004-02-05;4;0;2;4;2;LD003;Head on collision;0;66;4;2;0;12;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;3202;4658.7219333716475
119;2004-02-05;4;0;2;4;2;LD003;Head on collision;0;171;7;1;1;9;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0.0
120;2004-02-05;4;0;2;4;2;LD003;Head on collision;1;102;7;1;1;20;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;247;359.486197880576
121;2004-02-10;2;0;2;4;3;LD003;Head on collision;0;29;7;1;1;11;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2875;4182.51009522816
122;2004-02-10;2;0;2;4;3;LD003;Head on collision;0;134;4;1;1;8;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1258;1830.22503370368
123;2004-02-14;6;1;2;4;2;LD003;Head on collision;2;70;7;2;0;15;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
124;2004-02-15;7;1;2;4;3;LD003;Head on collision;1;193;2;1;1;10;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1456;2118.07211287296
125;2004-02-15;7;1;2;4;3;LD003;Head on collision;1;37;4;1;1;10;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;747;1087.4081941186562
126;2004-02-17;2;0;2;4;2;LD003;Head on collision;23;206;4;2;1;19;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
127;2004-02-17;2;0;2;4;3;LD003;Head on collision;0;233;4;2;1;13;2;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;173939;72728.0
128;2004-02-17;2;0;2;4;3;LD003;Head on collision;2;70;4;2;0;20;2;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;2;0;0;0;0;0;0;1;0;0;0;0;3;13967;20317.24336356557
129;2004-02-17;2;0;2;4;2;LD003;Head on collision;0;266;4;2;0;16;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;4922;7159.384177271297
130;2004-02-19;4;0;2;4;3;LD003;Head on collision;1;305;4;1;1;19;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1769;2573.6765967267843
131;2004-02-21;6;1;2;4;0;LD003;Head on collision;2;77;4;1;1;11;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3174;4617.253335417088
132;2004-02-22;7;1;2;4;0;LD003;Head on collision;2;257;4;1;1;15;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1516;2206.1717260784644
133;2004-02-23;1;0;2;4;2;LD003;Head on collision;0;64;4;3;0;7;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;518;753.5225082406401
134;2004-02-25;3;0;2;4;2;LD003;Head on collision;0;86;4;1;0;9;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;23356;33974.05864453453
135;2004-02-26;4;0;2;4;3;LD003;Head on collision;2;183;4;3;1;7;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1042;1516.1427190937602
136;2004-02-27;5;0;2;4;3;LD003;Head on collision;1;282;4;3;0;7;2;1;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;2;11625;16910.17489263975
137;2004-02-27;5;0;2;4;2;LD003;Head on collision;25;287;5;0;2;0;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;15454;22479.682644760323
138;2004-02-28;6;1;2;4;0;LD003;Head on collision;11;36;7;1;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
139;2004-02-28;6;1;2;4;2;LD003;Head on collision;2;286;4;3;0;11;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;4186;6089.769396866816
140;2004-03-01;1;0;3;2;2;LD003;Head on collision;0;308;4;1;0;9;2;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2023;2943.0856376893444
141;2004-03-02;2;0;3;2;3;LD003;Head on collision;0;27;7;1;1;7;2;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;1;11989;17439.36498041498
142;2004-03-04;4;0;3;2;2;LD003;Head on collision;0;145;4;2;0;8;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0.0
143;2004-03-04;4;0;3;2;2;LD003;Head on collision;1;205;6;0;1;12;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;781;1136.1549541632003
144;2004-03-05;5;0;3;2;1;LD003;Head on collision;0;167;4;2;0;9;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;5933;8631.202042939138
145;2004-03-06;6;1;3;2;0;LD003;Head on collision;2;178;7;0;0;4;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;2;11146;16213.798651274241
146;2004-03-11;4;0;3;2;2;LD003;Head on collision;0;218;4;2;0;8;2;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2967;4316.288638527489
147;2004-03-11;4;0;3;2;2;LD003;Head on collision;0;338;4;2;0;15;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;3633;5285.363226340097
148;2004-03-11;4;0;3;2;2;LD003;Head on collision;0;296;4;2;0;7;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;10848;15779.097725981186
149;2004-03-13;6;1;3;2;0;LD003;Head on collision;2;159;4;2;1;18;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1353;1968.9121049241603
150;2004-03-15;1;0;3;2;3;LD003;Head on collision;3;225;4;2;1;19;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4028;5859.639835666945
151;2004-03-16;2;0;3;2;3;LD003;Head on collision;0;229;4;1;0;13;2;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;129265;72728.0
152;2004-03-17;3;0;3;2;2;LD003;Head on collision;0;207;7;1;0;7;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;79;115.794712553728
153;2004-03-18;4;0;3;2;2;LD003;Head on collision;0;138;4;2;0;6;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;6240;9077.751139076352
154;2004-03-19;5;0;3;2;2;LD003;Head on collision;0;54;4;1;0;16;2;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;6964;10130.228386652674
155;2004-03-21;7;1;3;2;3;LD003;Head on collision;2;169;7;0;2;0;2;1;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;2;0;0;0;0;0;0;0;1;0;0;0;0;1;148185;72728.0
156;2004-03-22;1;0;3;2;3;LD003;Head on collision;1;270;4;2;0;15;2;1;1;1;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;41569;60465.36267754394
157;2004-03-23;2;0;3;2;2;LD003;Head on collision;2;170;4;0;0;18;2;1;1;1;0;0;1;1;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;14814;21548.60683344077
158;2004-03-24;3;0;3;2;3;LD003;Head on collision;1;299;7;1;0;19;2;1;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;1;5479;7970.391471554049
159;2004-03-24;3;0;3;2;3;LD003;Head on collision;0;223;7;1;1;17;2;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1975;2874.006570178304
160;2004-03-24;3;0;3;2;0;LD003;Head on collision;6;236;1;1;2;18;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4904;7133.974082300161
161;2004-03-25;4;0;3;2;3;LD003;Head on collision;0;237;4;2;1;10;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1757;2556.010127700224
162;2004-03-25;4;0;3;2;3;LD003;Head on collision;0;118;4;1;0;9;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2446;3559.253993929472
163;2004-03-26;5;0;3;2;0;LD003;Head on collision;0;253;4;1;0;8;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4271;6213.3712077089285
164;2004-03-27;6;1;3;2;2;LD003;Head on collision;2;65;7;2;0;11;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;437;636.2679317793281
165;2004-03-29;1;0;3;2;0;LD003;Head on collision;1;58;4;1;0;15;2;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3980;5790.201091540992
166;2004-03-29;1;0;3;2;3;LD003;Head on collision;0;115;4;1;1;7;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.0
167;2004-03-30;2;0;3;2;3;LD003;Head on collision;0;245;7;1;0;12;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;5046;7339.899523061248
168;2004-04-01;4;0;4;2;2;LD003;Head on collision;1;18;4;1;1;15;2;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
169;2004-04-01;4;0;4;2;3;LD003;Head on collision;1;352;7;1;0;17;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;101;148.250237687552
170;2004-04-02;5;0;4;2;2;LD003;Head on collision;0;156;4;1;1;9;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;430;626.535505728768
171;2004-04-04;7;1;4;2;0;LD003;Head on collision;1;306;7;1;0;13;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;580;845.0919429076482
172;2004-04-05;1;0;4;2;3;LD003;Head on collision;1;92;4;1;1;8;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1069;1555.2628403274243
173;2004-04-05;1;0;4;2;2;LD003;Head on collision;1;19;5;0;2;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;16728;24332.884666922502
174;2004-04-06;2;0;4;2;3;LD003;Head on collision;0;191;4;1;1;16;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1354;1969.525670914304
175;2004-04-06;2;0;4;2;0;LD003;Head on collision;3;285;7;0;0;15;2;1;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;1;700;1018.4137563993601
176;2004-04-07;3;0;4;2;3;LD003;Head on collision;0;10;4;1;1;20;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;78;114.588738021376
177;2004-04-09;5;0;4;2;3;LD003;Head on collision;4;88;4;1;1;11;2;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;3;0;0;0;0;3;2112;3073.2462573916164
178;2004-04-09;5;0;4;2;0;LD003;Head on collision;10;8;5;0;0;6;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;209;305.42891840409607
179;2004-04-11;7;1;4;2;0;LD003;Head on collision;3;320;2;1;0;11;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;3729;5425.0023827176965
180;2004-04-13;2;0;4;2;2;LD003;Head on collision;1;313;7;1;0;18;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;27557;40083.65257011738
181;2004-04-15;4;0;4;2;3;LD003;Head on collision;0;310;4;1;1;16;2;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1889;2748.1832273029127
182;2004-04-17;6;1;4;2;2;LD003;Head on collision;21;2;7;0;1;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
183;2004-04-17;6;1;4;2;2;LD003;Head on collision;0;236;4;1;0;11;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1667;2425.5321462789125
184;2004-04-18;7;1;4;2;3;LD003;Head on collision;1;176;1;1;1;11;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1646;2395.3193106263043
185;2004-04-19;1;0;4;2;3;LD003;Head on collision;0;184;4;1;1;12;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
186;2004-04-19;1;0;4;2;3;LD003;Head on collision;0;55;4;1;0;9;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0.0
187;2004-04-21;3;0;4;2;3;LD003;Head on collision;0;287;7;2;1;8;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;6842;9952.9924452928
188;2004-04-23;5;0;4;2;0;LD003;Head on collision;13;175;4;1;1;18;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0.0
189;2004-04-25;7;1;4;2;0;LD003;Head on collision;1;288;7;1;0;15;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4159;6050.247284122369
190;2004-04-26;1;0;4;2;2;LD003;Head on collision;17;149;7;1;1;9;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
191;2004-04-30;5;0;4;2;3;LD003;Head on collision;0;273;4;1;0;15;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;5396;7849.62475873536
192;2004-05-04;2;0;5;2;3;LD003;Head on collision;0;135;4;2;1;17;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;107;157.009421133056
193;2004-05-04;2;0;5;2;2;LD003;Head on collision;0;174;7;1;0;13;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1466;2133.3477902827526
194;2004-05-04;2;0;5;2;2;LD003;Head on collision;0;64;7;2;1;8;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3899;5671.423178828289
195;2004-05-06;4;0;5;2;2;LD003;Head on collision;0;44;4;2;1;9;2;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;3168;4609.107717961729
196;2004-05-07;5;0;5;2;3;LD003;Head on collision;0;88;4;1;0;18;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2106;3064.6140186337284
197;2004-05-07;5;0;5;2;3;LD003;Head on collision;1;297;7;2;0;17;2;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;15394;22392.556274159877
198;2004-05-08;6;1;5;2;2;LD003;Head on collision;0;327;7;2;0;9;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;88;128.468023867392
199;2004-05-12;3;0;5;2;2;LD003;Head on collision;1;256;4;1;1;18;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;78;114.186746510592
200;2004-05-12;3;0;5;2;3;LD003;Head on collision;0;11;4;1;0;9;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;795;1157.566291474432
201;2004-05-13;4;0;5;2;2;LD003;Head on collision;0;263;4;1;1;8;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3169;4610.715684004864
202;2004-05-13;4;0;5;2;3;LD003;Head on collision;0;237;4;1;0;13;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;997;1450.7238900756481
203;2004-05-14;5;0;5;2;3;LD003;Head on collision;5;258;4;1;0;19;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;98;142.749301224192
204;2004-05-15;6;1;5;2;2;LD003;Head on collision;20;69;7;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
205;2004-05-15;6;1;5;2;0;LD003;Head on collision;2;166;4;1;0;18;2;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2200;3200.656408862208
206;2004-05-18;2;0;5;2;3;LD003;Head on collision;1;322;4;1;0;18;2;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;12117;17626.100615898114
207;2004-05-18;2;0;5;2;3;LD003;Head on collision;0;276;7;1;0;17;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;136;199.13389997363203
208;2004-05-18;2;0;5;2;2;LD003;Head on collision;132;118;6;0;2;0;2;1;1;0;1;0;0;0;0;0;0;0;0;1;0;2;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;98;142.749301224192
209;2004-05-19;3;0;5;2;3;LD003;Head on collision;0;332;4;1;1;7;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
210;2004-05-21;5;0;5;2;3;LD003;Head on collision;0;172;4;2;1;16;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;3269;4756.300083252481
211;2004-05-22;6;1;5;2;3;LD003;Head on collision;0;91;7;1;1;10;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;78;114.186746510592
212;2004-05-24;1;0;5;2;3;LD003;Head on collision;1;341;7;1;0;16;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;14926;21711.709599579393
213;2004-05-28;5;0;5;2;3;LD003;Head on collision;0;218;4;2;0;10;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
214;2004-05-29;6;1;5;2;0;LD003;Head on collision;3;173;7;0;0;6;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;12074;17562.90331891328
215;2004-05-31;1;0;5;2;2;LD003;Head on collision;1;13;7;2;0;19;2;1;1;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;2;7247;10541.867693695489
216;2004-06-01;2;0;6;1;3;LD003;Head on collision;1;79;7;1;0;16;2;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;15946;23195.1429041641
217;2004-06-01;2;0;6;1;0;LD003;Head on collision;1;333;4;2;1;16;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;4029;5861.395903845632
218;2004-06-02;3;0;6;1;2;LD003;Head on collision;7;360;7;1;1;15;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
219;2004-06-02;3;0;6;1;2;LD003;Head on collision;0;323;7;1;0;13;2;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
220;2004-06-02;3;0;6;1;2;LD003;Head on collision;1;365;4;1;1;19;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0.0
221;2004-06-08;2;0;6;1;3;LD003;Head on collision;1;75;7;1;0;23;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5399;7853.284997228289
222;2004-06-09;3;0;6;1;3;LD003;Head on collision;0;8;4;1;1;15;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2940;4277.760925836033
223;2004-06-09;3;0;6;1;0;LD003;Head on collision;42;326;5;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
224;2004-06-10;4;0;6;1;2;LD003;Head on collision;0;72;7;1;0;12;2;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1889;2748.4794315740164
225;2004-06-12;6;1;6;1;2;LD003;Head on collision;0;202;4;1;0;11;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;443;644.5828088181761
226;2004-06-14;1;0;6;1;3;LD003;Head on collision;0;203;4;1;0;9;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;5324;7745.5089574423055
227;2004-06-15;2;0;6;1;2;LD003;Head on collision;1;285;4;1;0;11;2;1;1;0;0;0;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;23370;33994.01011793818
228;2004-06-15;2;0;6;1;3;LD003;Head on collision;0;319;4;1;1;9;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
